url,indexed,published,search_indexed,title_snippet,content_snippet,title,content,root_url,domain_url,host_url,parent_url,lang,porn_level,fluency_level,spam_level,sentiment,source_type,post_type,cluster_id,meta_cluster_id,tags_internal,tags_marking,tags_customer,entity_urls,images.url,images.width,images.height,images.legend,videos.url,videos.width,videos.height,videos.legend,pagemonitoring_sitemon_siteid,matched_profile,article_extended_attributes.facebook_shares,article_extended_attributes.facebook_likes,article_extended_attributes.twitter_retweets,article_extended_attributes.url_views,article_extended_attributes.pinterest_likes,article_extended_attributes.pinterest_pins,article_extended_attributes.pinterest_repins,article_extended_attributes.youtube_views,article_extended_attributes.youtube_likes,article_extended_attributes.youtube_dislikes,article_extended_attributes.instagram_likes,article_extended_attributes.twitter_shares,article_extended_attributes.num_comments,source_extended_attributes.alexa_pageviews,source_extended_attributes.facebook_followers,source_extended_attributes.twitter_followers,source_extended_attributes.instagram_followers,source_extended_attributes.pinterest_followers,extra_article_attributes.world_data.continent,extra_article_attributes.world_data.country,extra_article_attributes.world_data.country_code,extra_article_attributes.world_data.region,extra_article_attributes.world_data.city,extra_article_attributes.world_data.longitude,extra_article_attributes.world_data.latitude,extra_author_attributes.id,extra_author_attributes.type,extra_author_attributes.name,extra_author_attributes.birthdate.date,extra_author_attributes.birthdate.resolution,extra_author_attributes.gender,extra_author_attributes.image_url,extra_author_attributes.short_name,extra_author_attributes.url,extra_author_attributes.world_data.continent,extra_author_attributes.world_data.country,extra_author_attributes.world_data.country_code,extra_author_attributes.world_data.region,extra_author_attributes.world_data.city,extra_author_attributes.world_data.longitude,extra_author_attributes.world_data.latitude,extra_source_attributes.world_data.continent,extra_source_attributes.world_data.country,extra_source_attributes.world_data.country_code,extra_source_attributes.world_data.region,extra_source_attributes.world_data.city,extra_source_attributes.world_data.longitude,extra_source_attributes.world_data.latitude,engagement,reach,provider,generator.type,source_extended_attributes.alexa_unique_visitors,article_extended_attributes.twitter_likes,extra_author_attributes.description,article_extended_attributes.linkedin_shares,extra_source_attributes.name,word_count,rating
http://twitter.com/monkeyboy100001/status/1297687967142752259,23/08/20 18:12:12,23/08/20 18:11:35,23/08/20 18:12:21,,Hasn’t rained in a while. A light dusting of hurricane looks pretty good.,,Hasn’t rained in a while. A light dusting of hurricane looks pretty good.,http://twitter.com/monkeyboy100001/,http://twitter.com/,http://twitter.com/,http://twitter.com/monkeyboy100001/status/1297687967142752259,en,0,100,0,0,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",TEXT,,,isNewsHost,,,[],,0,0,,,0,0,,,SEARCH /  / hurricane,0,0,3,0,0,0,0,0,0,0,0,0,0,2091000000,0,2442,0,0,North America,United States,us,Louisiana,"Baton Rouge, Louisiana",-91.1370849609375,30.45684814453125,tw:1230555961921867777,,MetricButtload,0,DAY,MALE,http://pbs.twimg.com/profile_images/1230556237135142913/3eB4rn6__normal.jpg,monkeyboy100001,http://twitter.com/monkeyboy100001/,North America,United States,us,Louisiana,"Baton Rouge, Louisiana",-91.1370849609375,30.45684814453125,North America,United States,us,Louisiana,"Baton Rouge, Louisiana",-91.1370849609375,30.45684814453125,27,2442,,PC,214681744,24,"Mayo enthusiast. Former congressman, Louisiana. Master of the two-valve submarine toilet.",0,MetricButtload,13,
http://twitter.com/riccomarch76/status/1297734123394539521,23/08/20 21:15:42,23/08/20 21:15:00,23/08/20 21:15:43,,LIX continues Hurricane Warning for Assumption [LA] until further notice mesonet.agron.iastate.edu/vtec/f/2020-O-…,,LIX continues Hurricane Warning for Assumption [LA] until further notice https://t.co/nNYfk3bWor,http://twitter.com/riccomarch76/,http://twitter.com/,http://twitter.com/,http://twitter.com/riccomarch76/status/1297734123394539521,en,0,50,0,0,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",LINK,,,isNewsHost,,,"[{""display_url"":""mesonet.agron.iastate.edu/vtec/f/2020-O-…"",""expanded_url"":""https://mesonet.agron.iastate.edu/vtec/f/2020-O-CON-KLIX-HU-W-1014_2020-08-24T03:14Z"",""url"":""https://t.co/nNYfk3bWor""}]",,0,0,,,0,0,,,SEARCH /  / hurricane,0,0,0,0,0,0,0,0,0,0,0,0,0,2091000000,0,119,0,0,North America,United States,us,Louisiana,New Orleans,-90.0384521484375,29.99542236328125,tw:4791973416,,Ricco March,0,DAY,MALE,http://pbs.twimg.com/profile_images/1245793718923333632/MnOQ-bEn_normal.jpg,riccomarch76,http://twitter.com/riccomarch76/,North America,United States,us,Louisiana,New Orleans,-90.0384521484375,29.99542236328125,North America,United States,us,Louisiana,New Orleans,-90.0384521484375,29.99542236328125,0,119,,BOT,214681744,0,,0,Ricco March,11,
http://twitter.com/travispillow/status/1297603067408453635,23/08/20 12:45:40,23/08/20 12:34:14,23/08/20 12:45:43,,"Double hurricane on the way, and we don’t have potable water.",,"Double hurricane on the way, and we don’t have potable water.",http://twitter.com/travispillow/,http://twitter.com/,http://twitter.com/,http://twitter.com/travispillow/status/1297603067408453635,en,0,100,0,-5,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",TEXT,,,isNewsHost,,,"[{""display_url"":""twitter.com/swbneworleans/…"",""expanded_url"":""https://twitter.com/swbneworleans/status/1297597780916154369"",""url"":""https://t.co/4ZedNFRrbR""}]",,0,0,,,0,0,,,SEARCH /  / hurricane,0,0,2,0,0,0,0,0,0,0,0,0,0,2091000000,0,3198,0,0,North America,United States,us,Louisiana,New Orleans,-90.0384521484375,29.99542236328125,tw:70999303,,Travis Pillow,0,DAY,MALE,http://pbs.twimg.com/profile_images/984515364058001408/5uv4Dy6F_normal.jpg,travispillow,http://twitter.com/travispillow/,North America,United States,us,Louisiana,New Orleans,-90.0384521484375,29.99542236328125,North America,United States,us,Louisiana,New Orleans,-90.0384521484375,29.99542236328125,3,3198,,TABLET_IOS,214681744,1,@CRPE_UW editorial director; views are mine only. Florida Man in NOLA. Square peg. Catholic. @KirstiePillow’s husband. Contact me: tpillow@uw.edu / 407-376-3105,0,Travis Pillow,11,
http://twitter.com/xKHeart_/status/1297539510624849922,23/08/20 08:22:10,23/08/20 08:21:41,23/08/20 08:22:21,,I really need them to shut down state offices. I’m not tryna be going to work in a Hurricane. Tf,,I really need them to shut down state offices. I’m not tryna be going to work in a Hurricane. Tf,http://twitter.com/xKHeart_/,http://twitter.com/,http://twitter.com/,http://twitter.com/xKHeart_/status/1297539510624849922,en,0,100,0,-5,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",TEXT,,,isNewsHost,,,[],,0,0,,,0,0,,,SEARCH /  / hurricane,0,0,0,0,0,0,0,0,0,0,0,0,0,2091000000,0,1603,0,0,North America,United States,us,Louisiana,"Baton Rouge, Louisiana",-91.1370849609375,30.45684814453125,tw:230304415,,Kierra🦋,0,DAY,FEMALE,http://pbs.twimg.com/profile_images/1292508928799014912/d_SNt7bS_normal.jpg,xKHeart_,http://twitter.com/xKHeart_/,North America,United States,us,Louisiana,"Baton Rouge, Louisiana",-91.1370849609375,30.45684814453125,North America,United States,us,Louisiana,"Baton Rouge, Louisiana",-91.1370849609375,30.45684814453125,0,1603,,MOBILE_IOS,214681744,0,SUBR Alumna | 27 | #RIPJayla,0,Kierra🦋,20,
http://twitter.com/iembot_lch/status/1297645105575153664,23/08/20 15:21:50,23/08/20 15:21:16,23/08/20 15:21:59,,LCH continues Hurricane Watch for Iberia [LA] until further notice mesonet.agron.iastate.edu/vtec/f/2020-O-…,,LCH continues Hurricane Watch for Iberia [LA] until further notice https://t.co/pI0F7h59RP,http://twitter.com/iembot_lch/,http://twitter.com/,http://twitter.com/,http://twitter.com/iembot_lch/status/1297645105575153664,en,0,50,0,0,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",LINK,,,isNewsHost,,,"[{""display_url"":""mesonet.agron.iastate.edu/vtec/f/2020-O-…"",""expanded_url"":""https://mesonet.agron.iastate.edu/vtec/f/2020-O-CON-KLCH-HU-A-1014_2020-08-23T21:21Z"",""url"":""https://t.co/pI0F7h59RP""}]",,0,0,,,0,0,,,SEARCH /  / hurricane,0,0,0,0,0,0,0,0,0,0,0,0,0,2091000000,0,106,0,0,North America,United States,us,Louisiana,"Lake Charles, Louisiana",-93.2135009765625,30.22613525390625,tw:34918264,,IEMBot LCH,0,DAY,UNKNOWN,http://pbs.twimg.com/profile_images/184991090/bender-smoking2_normal.jpg,iembot_lch,http://twitter.com/iembot_lch/,North America,United States,us,Louisiana,"Lake Charles, Louisiana",-93.2135009765625,30.22613525390625,North America,United States,us,Louisiana,"Lake Charles, Louisiana",-93.2135009765625,30.22613525390625,0,106,,BOT,214681744,0,"Syndication of National Weather Service Office Lake Charles, LA. Unmonitored, contact @akrherz who developed this.",0,IEMBot LCH,11,
http://twitter.com/MargaretOrr/status/1297418364432920576,23/08/20 00:20:56,23/08/20 00:20:17,23/08/20 00:21:03,,I am so sorry. Tragedy. I remember hearing about that hurricane. Devastating.,,I am so sorry. Tragedy. I remember hearing about that hurricane. Devastating.,http://twitter.com/MargaretOrr/,http://twitter.com/,http://twitter.com/,http://twitter.com/MargaretOrr/status/1297418364432920576,en,0,34,0,-5,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",TEXT,,,"isNewsHost,isVerifiedAuthor,isVerifiedSource",,,"[{""display_url"":""twitter.com/rwatkins66/sta…"",""expanded_url"":""https://twitter.com/rwatkins66/status/1297400123912261632"",""url"":""https://t.co/kvkI0UEC5C""}]",,0,0,,,0,0,,,SEARCH /  / hurricane,0,0,0,0,0,0,0,0,0,0,0,0,0,2091000000,0,30030,0,0,North America,United States,us,Louisiana,New Orleans,-90.0384521484375,29.99542236328125,tw:60189624,,Margaret Orr,0,DAY,FEMALE,http://pbs.twimg.com/profile_images/1422325910/MARGARET_normal.jpg,MargaretOrr,http://twitter.com/MargaretOrr/,North America,United States,us,Louisiana,New Orleans,-90.0384521484375,29.99542236328125,North America,United States,us,Louisiana,New Orleans,-90.0384521484375,29.99542236328125,6,30030,,MOBILE_IOS,214681744,6,Chief Meteorologist at WDSU News in New Orleans. Follow me for weather and send me your pics! RTs are not endorsements. Opinions are my own.,0,Margaret Orr,12,
http://twitter.com/Lord_Foreplay/status/1297634720910540800,23/08/20 14:40:27,23/08/20 14:40:01,23/08/20 14:40:37,,That first hurricane headed directly to my city...,,That first hurricane headed directly to my city...,http://twitter.com/Lord_Foreplay/,http://twitter.com/,http://twitter.com/,http://twitter.com/Lord_Foreplay/status/1297634720910540800,en,0,100,0,0,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",TEXT,,,isNewsHost,,,[],,0,0,,,0,0,,,SEARCH /  / hurricane,0,0,2,0,0,0,0,0,0,0,0,0,0,2091000000,0,1604,0,0,North America,United States,us,Louisiana,"Baton Rouge, Louisiana",-91.1370849609375,30.45684814453125,tw:1272790510424543232,,Tired of Yall Eatin Ass 😒,0,DAY,MALE,http://pbs.twimg.com/profile_images/1293463117633134592/6D1ZHiVd_normal.jpg,Lord_Foreplay,http://twitter.com/Lord_Foreplay/,North America,United States,us,Louisiana,"Baton Rouge, Louisiana",-91.1370849609375,30.45684814453125,North America,United States,us,Louisiana,"Baton Rouge, Louisiana",-91.1370849609375,30.45684814453125,11,1604,,MOBILE_ANDROID,214681744,9,Board Certified Pastor  |  Ordained Gynecologist,0,Tired of Yall Eatin Ass 😒,8,
http://twitter.com/zeeeeeezus/status/1297743546737467393,23/08/20 21:53:08,23/08/20 21:52:27,23/08/20 21:53:18,,"@lulhomietink It’s not a hurricane anymore, it weakened into a tropical storm.",,"@lulhomietink It’s not a hurricane anymore, it weakened into a tropical storm.",http://twitter.com/zeeeeeezus/,http://twitter.com/,http://twitter.com/,http://twitter.com/lulhomietink/status/1297742392121012225,en,0,100,0,-5,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",TEXT,,,"isComment,isTwitterReply,isNewsHost",,,[],,0,0,,,0,0,,,SEARCH /  / hurricane,0,0,0,0,0,0,0,0,0,0,0,0,0,2091000000,0,596,0,0,North America,United States,us,Louisiana,New Orleans,-90.0384521484375,29.99542236328125,tw:1161580394942255104,,Zeyna V.,0,DAY,FEMALE,http://pbs.twimg.com/profile_images/1296280338537349127/flQgEUWR_normal.jpg,zeeeeeezus,http://twitter.com/zeeeeeezus/,North America,United States,us,Louisiana,New Orleans,-90.0384521484375,29.99542236328125,North America,United States,us,Louisiana,New Orleans,-90.0384521484375,29.99542236328125,0,596,,MOBILE_IOS,214681744,0,ig:zzeezuss | 21🦋,0,Zeyna V.,12,
http://twitter.com/MargaretOrr/status/1297477247012462594,23/08/20 04:14:50,23/08/20 04:14:16,23/08/20 04:14:55,,Weather Alert Hurricane Warning for Assumption Parish in LA. #lawx,,Weather Alert Hurricane Warning for Assumption Parish in LA. #lawx,http://twitter.com/MargaretOrr/,http://twitter.com/,http://twitter.com/,http://twitter.com/MargaretOrr/status/1297477247012462594,en,0,100,0,0,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",TEXT,,,"isNewsHost,isVerifiedAuthor,isVerifiedSource",,,[],,0,0,,,0,0,,,SEARCH /  / hurricane,0,0,7,0,0,0,0,0,0,0,0,0,0,2091000000,0,30037,0,0,North America,United States,us,Louisiana,New Orleans,-90.0384521484375,29.99542236328125,tw:60189624,,Margaret Orr,0,DAY,FEMALE,http://pbs.twimg.com/profile_images/1422325910/MARGARET_normal.jpg,MargaretOrr,http://twitter.com/MargaretOrr/,North America,United States,us,Louisiana,New Orleans,-90.0384521484375,29.99542236328125,North America,United States,us,Louisiana,New Orleans,-90.0384521484375,29.99542236328125,32,30037,,EXTERNAL_WEBSITE,214681744,25,Chief Meteorologist at WDSU News in New Orleans. Follow me for weather and send me your pics! RTs are not endorsements. Opinions are my own.,0,Margaret Orr,10,
http://twitter.com/Arabisling/status/1297641646201475072,23/08/20 15:09:56,23/08/20 15:07:32,23/08/20 15:10:00,,"AS&R will be closed tomorrow, Monday August 24th, as the current track shown for Hurricane Marco takes aim at New Orleans. We may need to close on Tuesday, August 25th but will keep everyone posted. If you are in the path of Marco or Laura please stay safe. #MarcoLaura #2020 pic.twitter.com/0e0PxxDLmb",,"AS&R will be closed tomorrow, Monday August 24th, as the current track shown for Hurricane Marco takes aim at New Orleans. We may need to close on Tuesday, August 25th but will keep everyone posted. If you are in the path of Marco or Laura please stay safe. #MarcoLaura #2020 https://t.co/0e0PxxDLmb",http://twitter.com/Arabisling/,http://twitter.com/,http://twitter.com/,http://twitter.com/Arabisling/status/1297641646201475072,en,0,100,0,0,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",IMAGE,,,"containsImage,hasImage,isNewsHost",,,"[{""display_url"":""pic.twitter.com/0e0PxxDLmb"",""expanded_url"":""https://twitter.com/Arabisling/status/1297641646201475072/photo/1"",""url"":""https://t.co/0e0PxxDLmb""}]",http://pbs.twimg.com/media/EgIlvMlWsAgVuhb.png,0,0,,,0,0,,,SEARCH /  / hurricane,0,0,1,0,0,0,0,0,0,0,0,0,0,2091000000,0,403,0,0,North America,United States,us,Louisiana,"Arabi, Louisiana",-89.9945068359375,29.95697021484375,tw:1602424112,,Arabi Sling,0,DAY,UNKNOWN,http://pbs.twimg.com/profile_images/1121820015571996672/0ARLt3qX_normal.png,Arabisling,http://twitter.com/Arabisling/,North America,United States,us,Louisiana,"Arabi, Louisiana",-89.9945068359375,29.95697021484375,North America,United States,us,Louisiana,"Arabi, Louisiana",-89.9945068359375,29.95697021484375,1,403,,MOBILE_OTHER,214681744,0,"Founded in 1972, we are a leading manufacturer of lifting slings, marine & industrial supplies and material handling equipment. #(504) 279-5225",0,Arabi Sling,52,
